"","GS.Nutrient","p.GS.Nutrient","GS.Salt","p.GS.Salt"
"gene.Ha412HOChr00c00198g0863421",-0.0979368495612018,0.32744166475949,0.129224810687189,0.195507706577879
"gene.Ha412HOChr00c00203g0863481",0.128587621648281,0.197738910516401,-0.0132970234926854,0.894474854989752
"gene.Ha412HOChr00c00238g0863651",0.0394470005996689,0.693848019920837,-0.0140714666399941,0.888367438685618
"gene.Ha412HOChr00c00392g0864331",0.294428100238379,0.00266620973511262,0.121560766459443,0.223569194000451
"gene.Ha412HOChr00c00452g0864491",-0.0778580273612433,0.436676241497899,-0.0706343339251961,0.480522982662476
"gene.Ha412HOChr00c00494g0864721",-0.0510614395771502,0.610281118273478,0.177787495755131,0.0738233008328083
"gene.Ha412HOChr00c00500g0864731",-0.00733674621382507,0.94165869470884,0.0901919693238744,0.367318812213088
"gene.Ha412HOChr00c00516g0864761",-0.243635686963716,0.0136030736647149,0.224536359547907,0.0232798697017419
"gene.Ha412HOChr00c00526g0864801",-0.0638712194349879,0.523623928044495,-0.160520645612051,0.107034138466355
"gene.Ha412HOChr00c00631g0864981",-0.0043889486987026,0.965079679294699,-0.0136988558999431,0.891305130660778
"gene.Ha412HOChr00c00661g0865011",-0.0391250846449591,0.696223367934023,-0.0567238158270697,0.571204690683563
"gene.Ha412HOChr00c00675g0865021",0.0820238354438554,0.412459726068361,0.171488628907642,0.0848169060341642
"gene.Ha412HOChr00c00712g0865081",-0.323723346598114,0.000903408368565473,0.370627429469399,0.000125809994885238
"gene.Ha412HOChr00c00712g0865091",-0.177404398802552,0.0744574030574211,0.288903816115288,0.00323066178717129
"gene.Ha412HOChr00c00736g0865111",-0.231597881648725,0.0191737550511413,0.407002687528964,2.18433982338814e-05
"gene.Ha412HOChr00c00944g0865351",0.398964043039098,3.27415191216744e-05,0.117687020533354,0.238784334273125
"gene.Ha412HOChr00c00962g0865371",-0.0779484601481575,0.436142122980132,0.0323208994922201,0.747084305901399
"gene.Ha412HOChr00c00996g0865401",-0.0112591906098835,0.910574167956469,0.313863379748937,0.00131640329115682
"gene.Ha412HOChr00c01067g0865621",0.436678979064624,4.46639236892449e-06,-0.0401622742038502,0.688580791833105
"gene.Ha412HOChr00c01091g0865691",-0.017094258924714,0.864594725098277,-0.0244485431427094,0.807299380500274
"gene.Ha412HOChr00c01149g0865751",0.328711109036518,0.000743132261191683,-0.225717699053053,0.0225446623015851
"gene.Ha412HOChr00c01226g0865821",0.270312742805045,0.00600097476992696,0.0844757942051393,0.398580481676282
"gene.Ha412HOChr00c01226g0865841",-0.0381104561569999,0.703729219147206,0.103322154549407,0.301411718067016
"gene.Ha412HOChr00c01235g0865871",-0.0506398662750073,0.613236606545283,-0.0594471888369733,0.55283792930046
"gene.Ha412HOChr00c01237g0865901",0.0384965523784078,0.700869621181995,-0.0218186143148123,0.827688344648545
"gene.Ha412HOChr00c01265g0865961",-0.257261678747453,0.00904670106148024,0.0492496825453978,0.623026410588829
"gene.Ha412HOChr00c01322g0866021",-0.0919834458221373,0.357839764997165,0.00869595310880454,0.930874962558856
"gene.Ha412HOChr00c01457g0866121",0.312426699338892,0.00138917488719261,0.210584766317997,0.0336304687684023
"gene.Ha412HOChr00c01470g0866141",-0.0277862026711463,0.781609788695353,0.0962297624389551,0.335984199526462
"gene.Ha412HOChr00c01691g0866401",-0.167726640050336,0.0919811941451378,-0.0219309605669491,0.826814915555495
"gene.Ha412HOChr00c01712g0866411",0.0415548118581544,0.678368981830183,-0.0412045035370603,0.680932494172763
"gene.Ha412HOChr00c01781g0866451",0.14439405468885,0.147635155401437,-0.0664486842103296,0.506970836134021
"gene.Ha412HOChr00c02156g0866731",-0.19484687357492,0.0497093781505309,0.0270731793198815,0.787079193833827
"gene.Ha412HOChr00c02201g0866811",-0.0630098134606537,0.529250466241648,0.0380935414597027,0.703854591564678
"gene.Ha412HOChr00c02277g0866831",-0.200274453742117,0.043566172738032,0.099146778581212,0.321471849993577
"gene.Ha412HOChr00c02294g0866861",0.156627842084027,0.115930274362056,-0.0166145675278599,0.868359767390843
"gene.Ha412HOChr00c02321g0866891",0.209080415759181,0.0349487042290439,-0.229605613523047,0.0202636940831795
"gene.Ha412HOChr00c02642g0867101",0.187501370811291,0.059146122793446,0.0532086009000191,0.595325901130755
"gene.Ha412HOChr00c02727g0867171",0.017385441348937,0.862310738210501,-0.0470628005563461,0.638559790295306
"gene.Ha412HOChr00c02960g0867311",-0.0313211191771067,0.754656092065935,-0.0105496350028888,0.916188645783112
"gene.Ha412HOChr00c03104g0867411",-0.306584510758663,0.00172425751501195,0.096823523821357,0.33299703865334
"gene.Ha412HOChr00c03128g0867491",0.251100315736164,0.0109071836265511,-0.293578549264136,0.00274678828792649
"gene.Ha412HOChr00c03295g0867641",-0.00707464971114281,0.943739399633901,0.0292472377294172,0.770436034031121
"gene.Ha412HOChr00c03782g0867851",0.0354556758052463,0.72350165898428,0.104794089232053,0.294540084455628
"gene.Ha412HOChr00c04482g0868251",-0.0821166058030686,0.411929520972505,0.218649607856364,0.0272565074893084
"gene.Ha412HOChr00c04575g0868301",0.246989788668894,0.0123273198335213,-0.0465251747515791,0.642402925638378
"gene.Ha412HOChr00c04858g0868391",-0.0233016670233124,0.816175740432695,0.0534641475567676,0.593557013324185
"gene.Ha412HOChr00c04944g0868461",-0.0513079598962135,0.608555750067213,-0.0244801409089402,0.807055166539302
"gene.Ha412HOChr00c04986g0868491",-0.0712008865392714,0.477000908998749,0.262205619356354,0.00776178712301413
"gene.Ha412HOChr00c05143g0868561",-0.226289704136144,0.022195876039579,-0.0366094122670285,0.714885541383635
"gene.Ha412HOChr00c05213g0868621",-0.225537591357943,0.0226554516227168,0.171779781440535,0.0842815151177106
"gene.Ha412HOChr00c05556g0868731",0.0512837183777744,0.608725318870541,-0.0351659938814637,0.725670488631963
"gene.Ha412HOChr00c06407g0869051",-0.111081941654816,0.266357531486449,-0.182983108680869,0.0656453516353382
"gene.Ha412HOChr00c06542g0869141",-0.0250877633224146,0.802362581908169,0.180701988267062,0.0691404017129553
"gene.Ha412HOChr00c06600g0869151",0.153469086965334,0.123560956559851,-0.0299674976297578,0.76494467029223
"gene.Ha412HOChr00c07261g0869441",-0.128378591803667,0.19847483866174,0.0934786559204622,0.350045536227707
"gene.Ha412HOChr00c08128g0869771",-0.00925079750560834,0.926476393591706,0.0194066290105752,0.846489110766768
"gene.Ha412HOChr00c08676g0869971",-0.373118840992533,0.000112314509898709,-0.103028879269096,0.302793314721892
"gene.Ha412HOChr00c09623g0870241",0.0338847363999912,0.735288975506491,0.0134137965337017,0.893553555468564
"gene.Ha412HOChr00c10908g0870561",-0.212091307507211,0.032352541015989,0.103678912416131,0.299736642231189
"gene.Ha412HOChr00c11534g0870711",-0.0354647921088578,0.723433441189839,0.0886650068403224,0.375518707568355
"gene.Ha412HOChr00c12214g0870911",0.0888176800864995,0.374693867048922,-0.0855616846622688,0.392523416986586
"gene.Ha412HOChr00c13498g0871271",-0.0242619336571894,0.808742031165448,0.129592520374109,0.194228422792201
"gene.Ha412HOChr00c13590g0871291",-0.0314471315240577,0.753700446946802,-0.28055701923127,0.00428792700632576
"gene.Ha412HOChr00c14167g0871451",-0.0149940585933519,0.881100230529313,-0.0255447346460994,0.798838064352029
"gene.Ha412HOChr00c15370g0871831",-0.0593626416626648,0.55340380776837,0.144942409518413,0.14608700203201
"gene.Ha412HOChr00c18747g0872961",0.0069220261181546,0.944951207323703,0.00316977968857895,0.974776104744235
"gene.Ha412HOChr00c21034g0874361",-0.147662075499295,0.138589000908647,-0.031511938147604,0.753209114779799
"gene.Ha412HOChr00c22048g0874991",0.332765516267061,0.000632501110880357,-0.168925651967489,0.0896476144578592
"gene.Ha412HOChr00c22169g0875091",-0.405568972078332,2.34964845819738e-05,0.149467865702238,0.133774231574095
"gene.Ha412HOChr00c23182g0875871",-0.256814456785135,0.00917167350778341,-0.0186401437700357,0.852482252958118
"gene.Ha412HOChr00c24408g0876831",0.164411871757125,0.098683190863057,-0.114977892738738,0.249843652217998
"gene.Ha412HOChr00c24434g0876881",0.219973060033139,0.0263154699864115,0.0649216104953487,0.516804107926271
"gene.Ha412HOChr01g0000001",-0.0602130036681479,0.547725062503614,0.275954653302266,0.00499452909630588
"gene.Ha412HOChr01g0000011",0.523134332664505,1.69159528279063e-08,-0.327932819424998,0.000766293878155923
"gene.Ha412HOChr01g0000091",0.300232573115134,0.00217024746917113,-0.130229565044374,0.192026448268255
"gene.Ha412HOChr01g0000121",0.00754143940765197,0.940033969278718,0.35203227540193,0.000285181614696394
"gene.Ha412HOChr01g0000181",0.0818142754803625,0.41365887756082,-0.0262158613310692,0.793669143143579
"gene.Ha412HOChr01g0000241",0.0517085675808949,0.60575651581202,0.251198430615808,0.0108751133301263
"gene.Ha412HOChr01g0000281",-0.592146662683286,5.56182406241441e-11,0.174491322460214,0.0794237084925217
"gene.Ha412HOChr01g0000291",-0.295320243042586,0.00258388759072636,0.123631187771259,0.215723186818408
"gene.Ha412HOChr01g0000311",-0.157286605738187,0.114385859911695,0.0216647464995268,0.828884921065492
"gene.Ha412HOChr01g0000381",0.00952587390491342,0.92429651762426,-0.0551781167374933,0.581754709185523
"gene.Ha412HOChr01g0000411",-0.205541643815402,0.0382218167938442,0.0516432352114616,0.606212636218316
"gene.Ha412HOChr01g0000421",-0.121783036338723,0.222717383015241,0.122589076495545,0.219647573895303
"gene.Ha412HOChr01g0000431",0.131954821382764,0.186153919937436,-0.274814583313883,0.00518485174292972
"gene.Ha412HOChr01g0000441",-0.119472991659725,0.231682370606272,-0.0433968444799063,0.664950050329399
"gene.Ha412HOChr01g0000451",-0.335036226290012,0.000577345670761014,-0.011753205570984,0.9066677702182
"gene.Ha412HOChr01g0000471",-0.270950383603542,0.00587885128360012,-0.0204787287983633,0.838121095580535
"gene.Ha412HOChr01g0000541",0.126083718466533,0.206684349307442,-0.0130854228488232,0.896144668440485
"gene.Ha412HOChr01g0000551",-0.083283686293121,0.405293453476119,-0.0594366903397456,0.552908181066648
"gene.Ha412HOChr01g0000561",0.350242439774944,0.000307750487083998,0.09127805423521,0.361553881401696
"gene.Ha412HOChr01g0000581",-0.0518923235392169,0.604474428803378,0.011895846807063,0.905540251459453
"gene.Ha412HOChr01g0000631",0.249487098173244,0.0114464841342653,-0.191182965306108,0.0542479968815072
"gene.Ha412HOChr01g0000651",0.490544433689805,1.660324894675e-07,-0.530472799752437,9.77764070671203e-09
"gene.Ha412HOChr01g0000681",0.071517464994391,0.475038922506143,-0.179114726072604,0.0716600256938595
"gene.Ha412HOChr01g0000711",0.267680600753262,0.006529251675314,0.0484544835188222,0.628656072580134
"gene.Ha412HOChr01g0000741",0.590204280163177,6.6562972237339e-11,-0.294493429225902,0.00266010237750606
"gene.Ha412HOChr01g0000761",0.47475904563887,4.62144226046475e-07,-0.246492990692289,0.0125094325304578
"gene.Ha412HOChr01g0000811",0.145653856451333,0.144096672897355,-0.665287486648398,2.40267112289789e-14
"gene.Ha412HOChr01g0000821",0.233335318428501,0.0182648084123168,-0.0635613545370205,0.525644420474689
"gene.Ha412HOChr01g0000831",0.0755772792409433,0.450269061632445,-0.188920687006876,0.0572166332761521
"gene.Ha412HOChr01g0000871",-0.33553654291069,0.000565801955062,-0.0274734530735902,0.784007512200114
"gene.Ha412HOChr01g0000941",-0.616291114635936,5.37577809468217e-12,0.0279404462868276,0.780428016664567
"gene.Ha412HOChr01g0000951",-0.169733531631733,0.0881019275995464,-0.0465057418429123,0.642542016328043
"gene.Ha412HOChr01g0000981",0.116588038441141,0.243228915798242,0.0456464708785113,0.648704515835402
"gene.Ha412HOChr01g0000991",-0.256407049324654,0.00928683848267005,-0.0150294788756294,0.880821419335645
"gene.Ha412HOChr01g0001001",0.00519922656669229,0.958638015433831,0.113891299601316,0.254376885070812
"gene.Ha412HOChr01g0001031",0.131944417869985,0.186188935716926,0.00252028249464518,0.979943344657559
"gene.Ha412HOChr01g0001041",0.460855062879409,1.0922953142729e-06,-0.310775706892464,0.00147730064886477
"gene.Ha412HOChr01g0001051",-0.109180202505412,0.274681323152755,0.0247969190167759,0.804607867857784
"gene.Ha412HOChr01g0001061",-0.56040240944846,9.08015867248819e-10,0.222502127089792,0.0245939435255706
"gene.Ha412HOChr01g0001111",-0.344637280877255,0.000389517905781437,-0.232969140465353,0.0184532229542454
"gene.Ha412HOChr01g0001151",-0.177387927637667,0.0744847641014365,-0.135028320031307,0.176017997794835
"gene.Ha412HOChr01g0001161",-0.0925322527614029,0.354966537619329,0.0350983055815187,0.726177579708016
"gene.Ha412HOChr01g0001171",-0.359437199763507,0.000207101026018579,0.0745414750042346,0.45651935097175
"gene.Ha412HOChr01g0001181",-0.376864280130592,9.45361157694194e-05,0.123628648942752,0.215732686711835
"gene.Ha412HOChr01g0001191",0.232086815701819,0.018914112607839,-0.400293500750299,3.06435596244851e-05
"gene.Ha412HOChr01g0001201",-0.304557090276299,0.00185664938931353,0.251134334352733,0.0108960547772377
"gene.Ha412HOChr01g0001221",-0.124214875263987,0.213546991335378,0.19837857282694,0.0456360107452031
"gene.Ha412HOChr01g0001251",-0.389692933215555,5.15563335816589e-05,0.300660372908652,0.00213722145918976
"gene.Ha412HOChr01g0001271",-0.155298130470105,0.119096791834832,-0.203519882690872,0.0402043993966924
"gene.Ha412HOChr01g0001371",-0.0479941365934235,0.63192490182122,0.0271964928589303,0.786132541427972
"gene.Ha412HOChr01g0001441",0.170719755131898,0.0862437940841111,0.271955407360472,0.00569084118550371
"gene.Ha412HOChr01g0001491",-0.348041236141233,0.000337762111295483,0.0942146024798834,0.346248458442151
"gene.Ha412HOChr01g0001501",0.581364957723536,1.48528492539191e-10,-0.0202059835584011,0.840248271894279
"gene.Ha412HOChr01g0001511",-0.206640005343947,0.0371795045477267,0.0573512819805792,0.566947725785059
"gene.Ha412HOChr01g0001521",-0.336489237667319,0.000544403963625923,0.30885031157914,0.0015864618903123
"gene.Ha412HOChr01g0001531",0.218323839400146,0.0274924819783814,-0.0900578845376679,0.36803442432972
"gene.Ha412HOChr01g0001591",0.0674167838602812,0.500787496026254,-0.0234163282613038,0.815287242818057
"gene.Ha412HOChr01g0001641",0.344927432544319,0.000384837072759109,-0.174126781725156,0.0800634397444233
"gene.Ha412HOChr01g0001671",0.0588554574922432,0.556804272522077,0.0285427735169891,0.775817958050438
"gene.Ha412HOChr01g0001691",0.139700276598829,0.161395872661125,0.331835087788853,0.000656463944785037
"gene.Ha412HOChr01g0001721",0.323989322291847,0.000894122768722112,0.128734086088185,0.197224428402973
"gene.Ha412HOChr01g0001741",0.205352137966477,0.0384041042533003,-0.0133937074828015,0.893712041198446
"gene.Ha412HOChr01g0001801",0.155907549673827,0.117637358475529,-0.446454004696895,2.56030278834076e-06
"gene.Ha412HOChr01g0001821",0.0237498942883747,0.812703809323882,0.168140755796327,0.0911698470746718
"gene.Ha412HOChr01g0001831",0.203646281190878,0.0400779818430255,0.110080162356902,0.270720699561596
"gene.Ha412HOChr01g0001841",-0.0988129645409656,0.32311185910754,0.304564313081059,0.00185616184655504
"gene.Ha412HOChr01g0001871",0.238398980774246,0.0158245519452924,-0.0657855981076408,0.511228711984764
"gene.Ha412HOChr01g0001881",0.082747880866087,0.408332217347872,-0.0138818064596407,0.889862548110582
"gene.Ha412HOChr01g0001901",0.109879678063991,0.271599653558387,0.0734901176177516,0.462912309531754
"gene.Ha412HOChr01g0001931",0.222019446484001,0.0249148746278115,-0.0983915780498546,0.325189763596534
"gene.Ha412HOChr01g0001971",0.0501518804394987,0.616665434118501,-0.0448797920152112,0.654223052978493
"gene.Ha412HOChr01g0002011",0.29862411703679,0.00229858277566,0.0711717644053051,0.47718161182679
"gene.Ha412HOChr01g0002051",-0.59278739885373,5.24044510489767e-11,0.0891770734919542,0.372756548713551
"gene.Ha412HOChr01g0002061",0.175024079004625,0.0784961454081287,0.077327613933357,0.439816457124291
"gene.Ha412HOChr01g0002071",-0.0116769591202993,0.907270542358487,-0.232379003963858,0.018760399704325
"gene.Ha412HOChr01g0002101",-0.0452739175335819,0.651383797350006,-0.564861278549309,6.24350661866808e-10
"gene.Ha412HOChr01g0002261",-0.0255409040191136,0.798867592456293,0.284661321259447,0.00373459016391975
"gene.Ha412HOChr01g0002271",-0.441562874633848,3.38960736478905e-06,0.278379141747676,0.00461033382258006
"gene.Ha412HOChr01g0002361",-0.266149379228669,0.00685517072160741,0.159856574355992,0.108512830711524
"gene.Ha412HOChr01g0002371",-0.412629843745492,1.63515256408271e-05,0.203172613362959,0.0405534367923125
"gene.Ha412HOChr01g0002411",-0.073289056240529,0.464140472843651,-0.0130805753453764,0.896182927095318
"gene.Ha412HOChr01g0002431",-0.281413132102339,0.00416680798791377,-0.115615802341043,0.247208364003704
"gene.Ha412HOChr01g0002451",-0.625122614934044,2.17396005469157e-12,0.131498327534078,0.187694884534747
"gene.Ha412HOChr01g0002461",0.135792776314786,0.173561095734247,-0.0560500006501837,0.575792718125728
"gene.Ha412HOChr01g0002471",-0.244979477443502,0.013078784296305,-0.309531980490346,0.00154700499149076
"gene.Ha412HOChr01g0002621",0.107101126072343,0.283979490034788,0.00027373845456907,0.997821339182197
"gene.Ha412HOChr01g0002651",-0.03257207868465,0.745185753430508,0.0103017209331101,0.918151292867211
"gene.Ha412HOChr01g0002691",-0.294472816174289,0.00266202805181155,-0.0193172637331847,0.847187413800126
"gene.Ha412HOChr01g0002751",0.135569675289521,0.17427550197324,0.0559823984222498,0.576253968064802
"gene.Ha412HOChr01g0002771",0.338585324356632,0.000499913911015218,0.223517124770866,0.0239305712719954
"gene.Ha412HOChr01g0002831",0.333037290421614,0.000625654452285329,-0.163364015443673,0.100879869307527
"gene.Ha412HOChr01g0002871",0.225372748847203,0.022757258982612,0.27421771849094,0.00528704364636261
"gene.Ha412HOChr01g0002881",0.299022906215772,0.00226614155657253,-0.0556389735001459,0.578599803700562
"gene.Ha412HOChr01g0002951",0.0149739978231964,0.88125814557227,0.0238238736331952,0.812131118001078
"gene.Ha412HOChr01g0002961",-0.101457910934442,0.310264533035969,-0.0436822724783144,0.662880045557202
"gene.Ha412HOChr01g0002981",0.0135936170362508,0.892135109975098,0.176519558853809,0.0759387484757848
"gene.Ha412HOChr01g0002991",0.0625897716833771,0.532005041549637,0.202102547078466,0.0416448966550259
"gene.Ha412HOChr01g0003001",-0.153995097087216,0.122264140096411,0.0994227743386169,0.320119949074664
"gene.Ha412HOChr01g0003121",-0.0408816222179526,0.683298518979428,0.439425934562825,3.8264784560691e-06
"gene.Ha412HOChr01g0003141",0.169713750389306,0.0881395199039552,-0.314455859600663,0.00128741505242846
"gene.Ha412HOChr01g0003171",-0.174777329463911,0.0789246668619495,-0.135637264255232,0.174058842984624
"gene.Ha412HOChr01g0003191",0.681298416409567,3.26724844453114e-15,-0.37775936090089,9.06938868886256e-05
"gene.Ha412HOChr01g0003211",-0.123580153609877,0.215914205527375,0.168930544103166,0.0896381902184598
"gene.Ha412HOChr01g0003221",0.116643699393925,0.243002440394425,-0.432639562363207,5.59314320021975e-06
"gene.Ha412HOChr01g0003261",-0.0112781505333711,0.910424203443944,-0.223188275124405,0.0241438036236677
"gene.Ha412HOChr01g0003271",0.155649486194546,0.118253670866641,0.132397346331476,0.184668920392827
"gene.Ha412HOChr01g0003281",0.393902784461481,4.20215375227159e-05,-0.214772708798053,0.0301793490253954
"gene.Ha412HOChr01g0003321",-0.45676343524642,1.39692322422925e-06,0.488999796329975,1.8394520588903e-07
"gene.Ha412HOChr01g0003351",-0.6514473498113,1.22470849183737e-13,0.0627462712712421,0.530977903663128
"gene.Ha412HOChr01g0003391",0.0771798134263748,0.440693751291429,0.09855414291517,0.324387125578959
"gene.Ha412HOChr01g0003401",0.361003952586763,0.000193352306567728,-0.0726312498138674,0.46817107433298
"gene.Ha412HOChr01g0003441",0.137515175886783,0.16811810053836,0.0435408047890755,0.663905693644468
"gene.Ha412HOChr01g0003451",-0.344879294223378,0.000385610058275923,0.137975010927195,0.166686544448208
"gene.Ha412HOChr01g0003471",-0.137653023014058,0.167688004706538,0.116571507038657,0.243296207529332
"gene.Ha412HOChr01g0003501",-0.0923379043629757,0.355982385988117,0.187971673249256,0.0585009628135933
"gene.Ha412HOChr01g0003571",0.231240648339622,0.0193653940145847,-0.0587255553083369,0.557676824526081
"gene.Ha412HOChr01g0003601",0.0463402732129949,0.643726854741707,0.073914367583684,0.460326686695829
"gene.Ha412HOChr01g0003611",-0.124304276785787,0.213215053394595,0.27367151017925,0.00538212845829589
"gene.Ha412HOChr01g0003621",0.487893107786121,1.97894563378467e-07,-0.0348194568080689,0.728267836987575
"gene.Ha412HOChr01g0003631",-0.341331242751524,0.000446680172639235,0.22216375932377,0.0248185498031157
"gene.Ha412HOChr01g0003711",-0.350855409356639,0.000299842170467505,0.023095537307766,0.817773602160993
"gene.Ha412HOChr01g0003741",0.133281755463987,0.181726979390748,-0.125334540366338,0.209416246907226
"gene.Ha412HOChr01g0003761",0.0640360618638048,0.522550664375912,0.0180550752690432,0.857062569936979
"gene.Ha412HOChr01g0003771",-0.01617393406706,0.871820843427648,-0.223120573597922,0.0241879033823066
"gene.Ha412HOChr01g0003791",0.100694668556128,0.313937262037445,-0.275717146102017,0.0050336573566241
"gene.Ha412HOChr01g0003881",0.269266458528917,0.00620624545389042,0.048401768988664,0.6290300259269
"gene.Ha412HOChr01g0003891",0.284228633397986,0.00378974710505515,0.00653432103426937,0.948030083496803
"gene.Ha412HOChr01g0003901",-0.221006836080306,0.0255997733075962,0.0840576569382811,0.400927542058832
"gene.Ha412HOChr01g0003911",-0.13270237075605,0.183650376274388,-0.0659664656143871,0.510065485592565
"gene.Ha412HOChr01g0003921",-0.373767522243832,0.000109028377466355,-0.138011792124833,0.166572428436492
"gene.Ha412HOChr01g0003951",-0.193829229991026,0.0509373298205418,0.0794557103565667,0.427294700129894
"gene.Ha412HOChr01g0003971",-0.477323238258006,3.92705659245324e-07,0.0940760970325709,0.346961089108612
"gene.Ha412HOChr01g0004021",0.158058784301531,0.112595911795223,0.197678056104295,0.0464211654938411
"gene.Ha412HOChr01g0004041",-0.096954162632166,0.33234207972938,0.0816860080241309,0.414393855869452
"gene.Ha412HOChr01g0004101",-0.202075172212059,0.0416731370201201,0.0931355593437688,0.351824583344535
"gene.Ha412HOChr01g0004111",0.135033303279341,0.176001899755452,0.157952122797584,0.112841855866302
"gene.Ha412HOChr01g0004141",0.21224229253974,0.0322267571627323,-0.176425949465963,0.0760968391428728
"gene.Ha412HOChr01g0004161",-0.0572519577161826,0.567620579958281,-0.344482601117389,0.000392034613063181
"gene.Ha412HOChr01g0004251",-0.412033239414274,1.68654957957861e-05,0.0971769853048185,0.331226848685731
"gene.Ha412HOChr01g0004301",-0.267978761302372,0.00646740956767351,0.105410059765726,0.291695405832829
"gene.Ha412HOChr01g0004311",-0.486428933777558,2.1790253089043e-07,0.00744845592050296,0.940771983468415
"gene.Ha412HOChr01g0004321",-0.114564528898559,0.2515615975364,0.0459638988701671,0.646425204085533
"gene.Ha412HOChr01g0004331",-0.364947982931228,0.000162393639632799,-0.0217040045814186,0.828579587360423
"gene.Ha412HOChr01g0004341",0.029242834428594,0.77046964061385,-0.292755279319809,0.00282695765093835
"gene.Ha412HOChr01g0004351",-0.136629054914417,0.170902372504149,-0.00378365011408146,0.969893257286279
"gene.Ha412HOChr01g0004361",-0.318328012412286,0.00111181692711979,0.126082363961214,0.206689265441672
"gene.Ha412HOChr01g0004371",-0.274585464804364,0.00522387040765241,0.107462185003526,0.282349863429412
"gene.Ha412HOChr01g0004411",-0.00197218639147023,0.984304516034714,-0.0489676076347351,0.625020917611129
"gene.Ha412HOChr01g0004441",-0.0309664300094977,0.757347945578652,-0.024675787942052,0.805543455941748
"gene.Ha412HOChr01g0004591",-0.257734032688505,0.00891633406656014,0.085639790352258,0.392089875306088
"gene.Ha412HOChr01g0004601",-0.277241570924347,0.00478718811434849,0.477667960970781,3.84164378817337e-07
"gene.Ha412HOChr01g0004621",0.0479977334471892,0.631899333702828,0.0124067828448072,0.901503072134324
