"","kTotal","kWithin","kOut","kDiff"
"gene.Ha412HOChr00c00712g0865091",11.088532228064,1.67419352153036,9.41433870653364,-7.74014518500328
"gene.Ha412HOChr00c00736g0865111",58.0485092478825,19.6841507606995,38.364358487183,-18.6802077264835
"gene.Ha412HOChr00c00944g0865351",48.0384596402625,8.08166944656302,39.9567901936994,-31.8751207471364
"gene.Ha412HOChr00c00962g0865371",57.4257671515309,10.3597399520683,47.0660271994626,-36.7062872473943
"gene.Ha412HOChr00c00996g0865401",29.8818431684158,23.0749456073342,6.80689756108157,16.2680480462527
"gene.Ha412HOChr00c01067g0865621",52.7144259073578,4.89434695500032,47.8200789523575,-42.9257319973572
"gene.Ha412HOChr00c01091g0865691",8.42309059509081,0.542230071840963,7.88086052324985,-7.33863045140889
"gene.Ha412HOChr00c01149g0865751",125.788444575096,26.6805011991252,99.1079433759711,-72.4274421768459
"gene.Ha412HOChr00c01226g0865821",19.7317843967475,8.78714470194315,10.9446396948044,-2.15749499286121
"gene.Ha412HOChr00c01226g0865841",80.7347082052338,77.4469479016626,3.28776030357123,74.1591875980913
"gene.Ha412HOChr00c01235g0865871",40.0232119126689,0.0923749592551333,39.9308369534138,-39.8384619941587
"gene.Ha412HOChr00c01237g0865901",37.6292138625087,3.66034739648813,33.9688664660206,-30.3085190695325
"gene.Ha412HOChr00c01265g0865961",28.1318982419056,2.08934347974683,26.0425547621588,-23.9532112824119
"gene.Ha412HOChr00c01322g0866021",54.8973550389971,8.50944996019416,46.3879050788029,-37.8784551186087
"gene.Ha412HOChr00c01457g0866121",13.2862587123006,3.57030093644947,9.71595777585109,-6.14565683940162
"gene.Ha412HOChr00c01470g0866141",155.818075489997,28.3742971843835,127.443778305614,-99.0694811212301
"gene.Ha412HOChr00c01691g0866401",14.3717485059731,4.10795794764838,10.2637905583247,-6.1558326106763
"gene.Ha412HOChr00c01712g0866411",151.619564728884,1.75416996073629,149.865394768147,-148.111224807411
"gene.Ha412HOChr00c01781g0866451",78.7880940145294,23.0886640233295,55.6994299912,-32.6107659678705
"gene.Ha412HOChr00c02156g0866731",158.056216772069,58.7902297845394,99.26598698753,-40.4757572029906
"gene.Ha412HOChr00c02201g0866811",23.3545033228532,3.1534833034188,20.2010200194344,-17.0475367160156
"gene.Ha412HOChr00c02277g0866831",68.4106504349641,20.510280719331,47.9003697156331,-27.390088996302
"gene.Ha412HOChr00c02294g0866861",63.1661737422035,2.839562800039,60.3266109421645,-57.4870481421255
"gene.Ha412HOChr00c02321g0866891",4.66660204253652,0.209843967044035,4.45675807549248,-4.24691410844845
"gene.Ha412HOChr00c02642g0867101",2.00502918177835,0.144044039065313,1.86098514271303,-1.71694110364772
"gene.Ha412HOChr00c02727g0867171",41.0395512847658,0.994762482687575,40.0447888020782,-39.0500263193907
"gene.Ha412HOChr00c02960g0867311",135.17125161275,3.53826846676704,131.632983145983,-128.094714679216
"gene.Ha412HOChr00c03104g0867411",166.651121378163,102.860136657632,63.7909847205314,39.0691519371006
"gene.Ha412HOChr00c03128g0867491",21.4104108477156,1.52052986389037,19.8898809838252,-18.3693511199349
"gene.Ha412HOChr00c03295g0867641",65.1756687622231,7.49068404279689,57.6849847194263,-50.1943006766294
"gene.Ha412HOChr00c03782g0867851",55.5836376832586,4.70383163524364,50.879806048015,-46.1759744127713
"gene.Ha412HOChr00c04482g0868251",48.1000908596388,1.76743398184987,46.332656877789,-44.5652228959391
"gene.Ha412HOChr00c04575g0868301",10.4264452554397,1.69504596163462,8.73139929380505,-7.03635333217043
"gene.Ha412HOChr00c04858g0868391",91.9255508463099,10.0593619142753,81.8661889320346,-71.8068270177593
"gene.Ha412HOChr00c04944g0868461",21.7836510751571,4.36546997087856,17.4181811042785,-13.0527111334
"gene.Ha412HOChr00c04986g0868491",15.2827416878138,2.08220334859092,13.2005383392229,-11.118334990632
"gene.Ha412HOChr00c05143g0868561",46.3522618790342,10.9970053228496,35.3552565561846,-24.3582512333351
"gene.Ha412HOChr00c05213g0868621",26.7675519884721,14.6643905726892,12.1031614157829,2.56122915690631
"gene.Ha412HOChr00c05556g0868731",157.415023035166,1.70772706717843,155.707295967987,-153.999568900809
"gene.Ha412HOChr00c06407g0869051",28.4005120966379,5.21928057193034,23.1812315247075,-17.9619509527772
"gene.Ha412HOChr00c06542g0869141",2.62443875459174,0.932324268768701,1.69211448582303,-0.759790217054333
"gene.Ha412HOChr00c06600g0869151",67.0977133166232,5.57681757601692,61.5208957406062,-55.9440781645893
"gene.Ha412HOChr00c07261g0869441",72.4905264475913,29.5508732881395,42.9396531594518,-13.3887798713123
"gene.Ha412HOChr00c08128g0869771",65.1019526541852,7.70236605281685,57.3995866013683,-49.6972205485515
"gene.Ha412HOChr00c08676g0869971",77.5668563984045,33.0654083924567,44.5014480059478,-11.436039613491
"gene.Ha412HOChr00c09623g0870241",14.138287555945,3.05486395933848,11.0834235966066,-8.02855963726808
"gene.Ha412HOChr00c10908g0870561",12.0373238685758,0.304618844519875,11.7327050240559,-11.428086179536
"gene.Ha412HOChr00c11534g0870711",122.604095102342,25.4495350478664,97.1545600544756,-71.7050250066092
"gene.Ha412HOChr00c12214g0870911",86.8722847224079,36.3424952901658,50.5297894322421,-14.1872941420763
"gene.Ha412HOChr00c13498g0871271",5.98312683801709,2.2533030539789,3.72982378403819,-1.47652073005928
"gene.Ha412HOChr00c13590g0871291",15.1465353018937,0.517583127828773,14.6289521740649,-14.1113690462361
"gene.Ha412HOChr00c14167g0871451",136.089863127448,3.19327174601841,132.89659138143,-129.703319635412
"gene.Ha412HOChr00c15370g0871831",121.516016236883,15.4272898233894,106.088726413494,-90.6614365901042
"gene.Ha412HOChr00c18747g0872961",73.7215622776148,9.98845081017753,63.7331114674373,-53.7446606572598
"gene.Ha412HOChr00c21034g0874361",12.4091485459467,4.16382933327192,8.2453192126748,-4.08148987940289
"gene.Ha412HOChr00c22048g0874991",35.0509481479752,8.58307393730125,26.467874210674,-17.8848002733727
"gene.Ha412HOChr00c22169g0875091",75.3215964893189,38.1000631729165,37.2215333164024,0.87852985651412
"gene.Ha412HOChr00c23182g0875871",3.31535534086079,0.830208595199719,2.48514674566107,-1.65493815046135
"gene.Ha412HOChr00c24408g0876831",17.571632870052,5.49073030812583,12.0809025619261,-6.59017225380032
"gene.Ha412HOChr00c24434g0876881",10.1073447628083,1.63860132001407,8.46874344279422,-6.83014212278015
"gene.Ha412HOChr01g0000001",7.19177650824052,0.804631885736424,6.38714462250409,-5.58251273676767
"gene.Ha412HOChr01g0000011",86.6381955290055,20.0286784408976,66.6095170881079,-46.5808386472102
"gene.Ha412HOChr01g0000091",41.4694799965821,6.32933285758203,35.1401471390001,-28.8108142814181
"gene.Ha412HOChr01g0000121",4.33210638259673,0.719516292780396,3.61259008981633,-2.89307379703593
"gene.Ha412HOChr01g0000181",21.3280715526006,5.66372733435397,15.6643442182466,-10.0006168838926
"gene.Ha412HOChr01g0000241",26.5168238352571,6.67027864790155,19.8465451873556,-13.176266539454
"gene.Ha412HOChr01g0000281",225.02963268773,107.1221661173,117.90746657043,-10.78530045313
"gene.Ha412HOChr01g0000291",40.8846054130895,12.124384918377,28.7602204947124,-16.6358355763354
"gene.Ha412HOChr01g0000311",37.5019986710835,1.68755951956181,35.8144391515217,-34.1268796319599
"gene.Ha412HOChr01g0000381",16.9920404124271,3.30329168163156,13.6887487307955,-10.3854570491639
"gene.Ha412HOChr01g0000411",37.823135857075,1.69973626697638,36.1233995900986,-34.4236633231223
"gene.Ha412HOChr01g0000421",10.0627490430235,2.7426286188948,7.32012042412869,-4.57749180523389
"gene.Ha412HOChr01g0000431",26.590697491922,1.82685983316302,24.763837658759,-22.936977825596
"gene.Ha412HOChr01g0000441",42.0584173262729,14.6256897621455,27.4327275641275,-12.807037801982
"gene.Ha412HOChr01g0000451",49.0246767618645,14.5821780950636,34.442498666801,-19.8603205717374
"gene.Ha412HOChr01g0000471",18.906132186364,1.3970355026823,17.5090966836817,-16.1120611809994
"gene.Ha412HOChr01g0000541",4.90812349388763,0.360418041012536,4.5477054528751,-4.18728741186256
"gene.Ha412HOChr01g0000551",10.1953368626875,2.22678729346143,7.9685495692261,-5.74176227576467
"gene.Ha412HOChr01g0000561",7.91374556871179,1.8633839607577,6.05036160795408,-4.18697764719638
"gene.Ha412HOChr01g0000581",129.281303857397,17.0478962499866,112.233407607411,-95.185511357424
"gene.Ha412HOChr01g0000631",94.8807910840144,25.6218086854378,69.2589823985766,-43.6371737131389
"gene.Ha412HOChr01g0000651",164.164805952048,26.0285226520566,138.136283299992,-112.107760647935
"gene.Ha412HOChr01g0000681",4.35129089593089,1.42394527532164,2.92734562060925,-1.50340034528762
"gene.Ha412HOChr01g0000711",168.635974110807,15.8596893151485,152.776284795658,-136.91659548051
"gene.Ha412HOChr01g0000741",242.816584528146,47.4101150247306,195.406469503416,-147.996354478685
"gene.Ha412HOChr01g0000761",122.002102209965,7.80365416219185,114.198448047773,-106.394793885581
"gene.Ha412HOChr01g0000811",47.0668886755445,18.6405401832152,28.4263484923293,-9.78580830911412
"gene.Ha412HOChr01g0000821",31.5208205003049,4.75458705493069,26.7662334453742,-22.0116463904435
"gene.Ha412HOChr01g0000831",14.7972830564231,2.21114221904666,12.5861408373764,-10.3749986183298
"gene.Ha412HOChr01g0000871",75.3797965203955,30.267553064624,45.1122434557715,-14.8446903911475
"gene.Ha412HOChr01g0000941",210.345049655655,71.9247768676931,138.420272787962,-66.4954959202686
"gene.Ha412HOChr01g0000951",23.7502443189174,6.13594454288235,17.6142997760351,-11.4783552331527
"gene.Ha412HOChr01g0000981",27.9785119212727,2.74533328949644,25.2331786317763,-22.4878453422798
"gene.Ha412HOChr01g0000991",21.0029103481668,5.40573201930461,15.5971783288622,-10.1914463095576
"gene.Ha412HOChr01g0001001",48.833798713959,5.00030480685116,43.8334939071078,-38.8331891002567
"gene.Ha412HOChr01g0001031",33.7499473936305,1.45411455670715,32.2958328369234,-30.8417182802162
"gene.Ha412HOChr01g0001041",58.7340732197302,26.787338014246,31.9467352054841,-5.15939719123814
"gene.Ha412HOChr01g0001051",87.5973415225416,15.9999341331791,71.5974073893625,-55.5974732561834
"gene.Ha412HOChr01g0001061",180.801125293552,79.3112170268334,101.489908266718,-22.178691239885
"gene.Ha412HOChr01g0001111",15.395868825964,7.03031827208646,8.36555055387755,-1.33523228179109
"gene.Ha412HOChr01g0001151",34.9957641384698,9.99028208776239,25.0054820507074,-15.015199962945
"gene.Ha412HOChr01g0001161",8.99232556705996,0.452188149973326,8.54013741708663,-8.08794926711331
"gene.Ha412HOChr01g0001171",252.939091397558,126.615438222379,126.32365317518,0.291785047199141
"gene.Ha412HOChr01g0001181",178.055676683906,84.1211064789134,93.9345702049926,-9.81346372607919
"gene.Ha412HOChr01g0001191",20.5168114211913,8.65392622585474,11.8628851953365,-3.20895896948177
"gene.Ha412HOChr01g0001201",128.141890887635,90.9542067843972,37.1876841032375,53.7665226811597
"gene.Ha412HOChr01g0001221",7.98606162666612,2.5552121883449,5.43084943832122,-2.87563724997633
"gene.Ha412HOChr01g0001251",94.3616294160294,11.622456349114,82.7391730669154,-71.1167167178014
"gene.Ha412HOChr01g0001271",29.780407552351,11.8752007435903,17.9052068087607,-6.03000606517041
"gene.Ha412HOChr01g0001371",64.997398175932,19.5634672091505,45.4339309667815,-25.8704637576309
"gene.Ha412HOChr01g0001441",12.6297145286963,1.22443887686703,11.4052756518292,-10.1808367749622
"gene.Ha412HOChr01g0001491",176.257626498409,134.272251759698,41.985374738711,92.286877020987
"gene.Ha412HOChr01g0001501",170.481399320517,24.9800728039488,145.501326516569,-120.52125371262
"gene.Ha412HOChr01g0001511",56.7315194736681,0.897609476828008,55.8339099968401,-54.9363005200121
"gene.Ha412HOChr01g0001521",124.508153425379,48.5338660338176,75.9742873915617,-27.4404213577441
"gene.Ha412HOChr01g0001531",19.5396802577037,2.96187264056476,16.577807617139,-13.6159349765742
"gene.Ha412HOChr01g0001591",50.2199827161616,15.6284171179954,34.5915655981661,-18.9631484801707
"gene.Ha412HOChr01g0001641",81.8921218838004,14.0034015665763,67.8887203172242,-53.8853187506479
"gene.Ha412HOChr01g0001671",36.089886566527,2.23463834304781,33.8552482234792,-31.6206098804314
"gene.Ha412HOChr01g0001691",83.8847144150845,2.70179420485442,81.1829202102301,-78.4811260053757
"gene.Ha412HOChr01g0001721",73.8322281285713,10.0148993201073,63.8173288084641,-53.8024294883568
"gene.Ha412HOChr01g0001741",52.0029978279937,5.06273858150418,46.9402592464896,-41.8775206649854
"gene.Ha412HOChr01g0001801",41.4351087827923,6.60069388906961,34.8344148937227,-28.2337210046531
"gene.Ha412HOChr01g0001821",68.7723464990433,59.7437845958993,9.02856190314397,50.7152226927553
"gene.Ha412HOChr01g0001831",32.9935907075685,4.86763522008642,28.1259554874821,-23.2583202673957
"gene.Ha412HOChr01g0001841",22.0905089537614,0.906053426460141,21.1844555273013,-20.2784021008411
"gene.Ha412HOChr01g0001871",38.6924281901158,7.52953722808185,31.162890962034,-23.6333537339521
"gene.Ha412HOChr01g0001881",87.5729919887282,2.67684345736389,84.8961485313643,-82.2193050740005
"gene.Ha412HOChr01g0001901",11.1193218008164,1.11315816308034,10.006163637736,-8.89300547465571
"gene.Ha412HOChr01g0001931",31.970732974378,5.11188285675959,26.8588501176184,-21.7469672608588
"gene.Ha412HOChr01g0001971",4.64896359549841,1.58861612643673,3.06034746906168,-1.47173134262495
"gene.Ha412HOChr01g0002011",27.0848097176738,3.79233697260162,23.2924727450722,-19.5001357724706
"gene.Ha412HOChr01g0002051",108.382422779315,57.6776781891016,50.7047445902131,6.97293359888857
"gene.Ha412HOChr01g0002061",15.625176079672,2.28707261543184,13.3381034642401,-11.0510308488083
"gene.Ha412HOChr01g0002071",15.0508539570102,6.39335702733375,8.65749692967641,-2.26413990234266
"gene.Ha412HOChr01g0002101",10.7607670680017,4.44293382853521,6.31783323946654,-1.87489941093133
"gene.Ha412HOChr01g0002261",19.9112502309467,11.0085905189682,8.90265971197853,2.10593080698968
"gene.Ha412HOChr01g0002271",73.4940595248219,25.5381472330027,47.9559122918192,-22.4177650588165
"gene.Ha412HOChr01g0002361",98.1875464719096,40.8071023448438,57.3804441270659,-16.5733417822221
"gene.Ha412HOChr01g0002371",67.2664514495151,13.6489762304793,53.6174752190358,-39.9684989885565
"gene.Ha412HOChr01g0002411",48.6098214605413,10.5560340065916,38.0537874539497,-27.497753447358
"gene.Ha412HOChr01g0002431",233.327556909961,109.409219213422,123.918337696539,-14.5091184831168
"gene.Ha412HOChr01g0002451",271.554348468649,104.427218103279,167.12713036537,-62.6999122620907
"gene.Ha412HOChr01g0002461",82.6057631643425,24.1723773221262,58.4333858422162,-34.26100852009
"gene.Ha412HOChr01g0002471",116.82323389318,50.8040297286188,66.0192041645613,-15.2151744359425
"gene.Ha412HOChr01g0002621",72.3758321178516,16.7868779417631,55.5889541760886,-38.8020762343255
"gene.Ha412HOChr01g0002651",78.7194164054273,10.901130580915,67.8182858245123,-56.9171552435972
"gene.Ha412HOChr01g0002691",169.557478545381,91.7391084707328,77.8183700746483,13.9207383960845
"gene.Ha412HOChr01g0002751",71.3760145582116,11.2594395205505,60.1165750376611,-48.8571355171106
"gene.Ha412HOChr01g0002771",151.489836525224,3.78983455997026,147.700001965254,-143.910167405284
"gene.Ha412HOChr01g0002831",7.73517277027064,1.03206688955453,6.70310588071611,-5.67103899116158
"gene.Ha412HOChr01g0002871",71.1094984877416,9.44067155484796,61.6688269328937,-52.2281553780457
"gene.Ha412HOChr01g0002881",37.1227186802277,2.1530118949966,34.9697067852311,-32.8166948902345
"gene.Ha412HOChr01g0002951",41.7509882525974,9.76653301138558,31.9844552412118,-22.2179222298263
"gene.Ha412HOChr01g0002961",12.8738797509881,2.02576240660797,10.8481173443802,-8.8223549377722
"gene.Ha412HOChr01g0002981",8.1102718794317,0.803828683359756,7.30644319607195,-6.50261451271219
"gene.Ha412HOChr01g0002991",56.9581496337193,4.25163491063391,52.7065147230854,-48.4548798124515
"gene.Ha412HOChr01g0003001",62.9721969025691,43.3554516470817,19.6167452554874,23.7387063915943
"gene.Ha412HOChr01g0003121",10.3888468490845,2.47816813415278,7.91067871493173,-5.43251058077895
"gene.Ha412HOChr01g0003141",52.3621866426992,13.5426326577336,38.8195539849656,-25.276921327232
"gene.Ha412HOChr01g0003171",16.5459600881348,1.68385063204322,14.8621094560916,-13.1782588240484
"gene.Ha412HOChr01g0003191",266.770846809943,51.4000875241649,215.370759285779,-163.970671761614
"gene.Ha412HOChr01g0003211",6.0242764148446,1.45838855968293,4.56588785516167,-3.10749929547873
"gene.Ha412HOChr01g0003221",20.7352185847811,4.59761223499621,16.1376063497849,-11.5399941147887
"gene.Ha412HOChr01g0003261",25.8704402474529,3.78372346100211,22.0867167864508,-18.3029933254487
"gene.Ha412HOChr01g0003271",18.6715607210057,3.45097089638711,15.2205898246186,-11.7696189282315
"gene.Ha412HOChr01g0003281",68.4783015960273,14.0927221890696,54.3855794069576,-40.292857217888
"gene.Ha412HOChr01g0003321",114.246541675834,53.8966110448613,60.3499306309727,-6.45331958611141
"gene.Ha412HOChr01g0003351",415.647229177374,219.159668640093,196.487560537281,22.6721081028113
"gene.Ha412HOChr01g0003391",105.674939211351,8.58663336393388,97.0883058474169,-88.5016724834831
"gene.Ha412HOChr01g0003401",122.744802191716,14.2199379837751,108.524864207941,-94.3049262241655
"gene.Ha412HOChr01g0003441",160.236051110339,16.392012424443,143.844038685896,-127.452026261453
"gene.Ha412HOChr01g0003451",142.359367605174,87.6894510312575,54.669916573917,33.0195344573405
"gene.Ha412HOChr01g0003471",110.473349306715,92.8923768631518,17.5809724435636,75.3114044195883
"gene.Ha412HOChr01g0003501",79.5059127560348,6.67137647999014,72.8345362760447,-66.1631597960545
"gene.Ha412HOChr01g0003571",20.9547031804238,3.41776349695891,17.5369396834648,-14.1191761865059
"gene.Ha412HOChr01g0003601",25.9915720348747,4.6086085621978,21.3829634726769,-16.7743549104791
"gene.Ha412HOChr01g0003611",62.2702851431059,22.2509473618921,40.0193377812138,-17.7683904193217
"gene.Ha412HOChr01g0003621",26.7489936587659,6.41680657601645,20.3321870827494,-13.915380506733
"gene.Ha412HOChr01g0003631",24.407456252246,2.58709364372322,21.8203626085228,-19.2332689647996
"gene.Ha412HOChr01g0003711",31.1757531048708,1.25247714273904,29.9232759621317,-28.6707988193927
"gene.Ha412HOChr01g0003741",27.7384330351883,4.59661434364059,23.1418186915477,-18.5452043479071
"gene.Ha412HOChr01g0003761",31.9804435840279,2.35434219681872,29.6261013872092,-27.2717591903904
"gene.Ha412HOChr01g0003771",9.59391335847045,0.501226197533409,9.09268716093704,-8.59146096340363
"gene.Ha412HOChr01g0003791",20.5204096394308,5.79704610603799,14.7233635333928,-8.92631742735483
"gene.Ha412HOChr01g0003881",60.5708811396602,7.92483686994193,52.6460442697183,-44.7212073997764
"gene.Ha412HOChr01g0003891",3.70775843345181,0.293465816548766,3.41429261690304,-3.12082680035428
"gene.Ha412HOChr01g0003901",8.34265770656629,1.59033106884365,6.75232663772264,-5.161995568879
"gene.Ha412HOChr01g0003911",77.0113044217152,28.7182166242713,48.2930877974439,-19.5748711731725
"gene.Ha412HOChr01g0003921",60.3576915355012,31.7700210830262,28.587670452475,3.18235063055123
"gene.Ha412HOChr01g0003951",118.699314019291,56.1466437449836,62.5526702743078,-6.40602652932419
"gene.Ha412HOChr01g0003971",140.869377360315,28.1050873624482,112.764289997867,-84.6592026354184
"gene.Ha412HOChr01g0004021",36.1265367146586,1.25723464152747,34.8693020731311,-33.6120674316036
"gene.Ha412HOChr01g0004041",16.7795433595503,6.09816073486663,10.6813826246836,-4.583221889817
"gene.Ha412HOChr01g0004101",8.73543283259601,1.51399582904943,7.22143700354657,-5.70744117449714
"gene.Ha412HOChr01g0004111",24.8596384974346,0.924254112108231,23.9353843853264,-23.0111302732182
"gene.Ha412HOChr01g0004141",36.0165123910597,6.4217977387264,29.5947146523333,-23.1729169136069
"gene.Ha412HOChr01g0004161",8.61924419956079,2.47093747268853,6.14830672687226,-3.67736925418373
"gene.Ha412HOChr01g0004251",125.951341868967,60.9038503904237,65.0474914785437,-4.14364108811998
"gene.Ha412HOChr01g0004301",61.5951226459788,6.79702604340351,54.7980966025752,-48.0010705591717
"gene.Ha412HOChr01g0004311",124.667283187582,56.9288091374447,67.7384740501372,-10.8096649126925
"gene.Ha412HOChr01g0004321",85.4191375705226,6.976571694469,78.4425658760536,-71.4659941815846
"gene.Ha412HOChr01g0004331",40.8280911026817,7.91295991137845,32.9151311913033,-25.0021712799248
"gene.Ha412HOChr01g0004341",33.1328018101128,16.0945602437046,17.0382415664082,-0.943681322703661
"gene.Ha412HOChr01g0004351",34.0661017453992,8.89599566034101,25.1701060850582,-16.2741104247171
"gene.Ha412HOChr01g0004361",52.6385678857758,6.23229676743259,46.4062711183432,-40.1739743509106
"gene.Ha412HOChr01g0004371",175.686779571417,105.956945456718,69.7298341146994,36.2271113420186
"gene.Ha412HOChr01g0004411",36.9062658890956,6.24247166164091,30.6637942274547,-24.4213225658138
"gene.Ha412HOChr01g0004441",32.2229609325425,8.37729222798333,23.8456687045591,-15.4683764765758
"gene.Ha412HOChr01g0004591",86.1616118688868,34.5472328813548,51.6143789875319,-17.0671461061771
"gene.Ha412HOChr01g0004601",67.9782228632366,35.9590526505655,32.0191702126711,3.93988243789434
"gene.Ha412HOChr01g0004621",45.9497519473844,16.1053856010293,29.8443663463551,-13.7389807453258
"gene.Ha412HOChr01g0004661",18.1408742471986,2.63046939710791,15.5104048500907,-12.8799354529828
"gene.Ha412HOChr01g0004741",80.299931333422,4.24964880930445,76.0502825241176,-71.8006337148131
"gene.Ha412HOChr01g0004751",15.3165065343398,1.05558317597816,14.2609233583616,-13.2053401823835
"gene.Ha412HOChr01g0004791",10.0067072773026,0.463752433984254,9.54295484331838,-9.07920240933413
"gene.Ha412HOChr01g0004811",61.1595822093624,22.1353802976047,39.0242019117577,-16.8888216141531
"gene.Ha412HOChr01g0004871",14.8530683326843,3.45943370231798,11.3936346303663,-7.93420092804834
"gene.Ha412HOChr01g0004961",64.0232277005224,10.9646153925254,53.058612307997,-42.0939969154716
"gene.Ha412HOChr01g0005011",14.2863618402399,1.09538186504294,13.1909799751969,-12.095598110154
"gene.Ha412HOChr01g0005061",10.8553599795009,1.5629158827718,9.29244409672915,-7.72952821395735
"gene.Ha412HOChr01g0005091",34.6948001931057,2.33237254444916,32.3624276486565,-30.0300551042074
"gene.Ha412HOChr01g0005101",85.2712002443983,27.3356316908793,57.935568553519,-30.5999368626398
"gene.Ha412HOChr01g0005111",49.7436661683263,4.6591884711099,45.0844776972164,-40.4252892261065
"gene.Ha412HOChr01g0005221",153.777481582417,40.2846255653825,113.492856017034,-73.208230451652
"gene.Ha412HOChr01g0005231",376.913552911701,207.09926253404,169.814290377661,37.2849721563781
